m,node,k,t0,a_end,beta2_initial,beta2_kink,beta2_adiabatic_kink,beta2_end,beta2_adiabatic_end,beta2_kink_tail_theory
1.00000000000000000e+00,1.40000000000000000e+01,3.70483446162478977e-03,-1.08964340675036961e+01,1.00000000000000000e+02,3.90595704574525625e-11,1.81418002718618286e-03,1.88943461856220596e-03,1.83911558546295296e-03,1.83911554359412273e-03,8.57815301483465113e-07
1.00000000000000000e+00,1.50000000000000000e+01,4.41123571601500716e-03,-1.07219177876091152e+01,1.00000000000000000e+02,3.90595704574525625e-11,1.82907030764857558e-03,1.90278830033811081e-03,1.84024477787101434e-03,1.84024475875505487e-03,1.21609287531982395e-06
1.00000000000000000e+00,1.60000000000000000e+01,5.30005876855628097e-03,-1.05383547366267276e+01,1.00000000000000000e+02,3.90595704574526917e-11,1.85842330178655310e-03,1.91531324269483350e-03,1.84659330554188422e-03,1.84659332444442868e-03,1.75546667746283246e-06
1.00000000000000000e+00,1.70000000000000000e+01,6.42304522857314094e-03,-1.03461803056207184e+01,1.00000000000000000e+02,3.90595704574525625e-11,1.90457062530599596e-03,1.92335044929352371e-03,1.86004412908181592e-03,1.86004420193480085e-03,2.57804391512437057e-06
1.00000000000000000e+00,1.80000000000000000e+01,7.84771443465348897e-03,-1.01458503109508626e+01,1.00000000000000000e+02,3.90595704574525366e-11,1.96651222387324342e-03,1.92178104373753184e-03,1.88175868329918750e-03,1.88175882231609117e-03,3.84821578347155429e-06
1.00000000000000000e+00,1.90000000000000000e+01,9.66230982943438316e-03,-9.93783991311076420e+00,1.00000000000000000e+02,3.90595704574526917e-11,2.03741587369092635e-03,1.90463410536211041e-03,1.91112937769230377e-03,1.91112958454993918e-03,5.83283592779738058e-06
1.00000000000000000e+00,2.00000000000000000e+01,1.19822951464081725e-02,-9.72264248968907729e+00,1.00000000000000000e+02,3.90595704574525366e-11,2.10221946595001881e-03,1.86662637223872154e-03,1.94448776953085349e-03,1.94448802668770225e-03,8.96831068657215824e-06
1.00000000000000000e+00,2.10000000000000000e+01,1.49588661925348504e-02,-9.50076846512505568e+00,1.00000000000000000e+02,3.90595704574525366e-11,2.13656667899010189e-03,1.80584829674194296e-03,1.97392705421846381e-03,1.97392731637899971e-03,1.39729688666549253e-05
1.00000000000000000e+00,2.20000000000000000e+01,1.87900701257591105e-02,-9.27274410003304617e+00,1.00000000000000000e+02,3.90595704574526077e-11,2.10891018471766898e-03,1.72745186780092646e-03,1.98691020713015649e-03,1.98691039676895552e-03,2.20355344163285578e-05
1.00000000000000000e+00,2.30000000000000000e+01,2.37352765276552212e-02,-9.03911024296677468e+00,1.00000000000000000e+02,3.90595704574527757e-11,1.98786116168303681e-03,1.64753646584686522e-03,1.96761080811126395e-03,1.96761082078249303e-03,3.51309765474812436e-05
1.00000000000000000e+00,2.40000000000000000e+01,3.01339245315235399e-02,-8.80042104758364374e+00,1.00000000000000000e+02,3.90595704574526336e-11,1.75622831126085138e-03,1.59553434337476462e-03,1.90097177137022789e-03,1.90097149714248278e-03,5.65476648490349898e-05
1.00000000000000000e+00,2.50000000000000000e+01,3.84296765245968619e-02,-8.55724265825148400e+00,1.00000000000000000e+02,3.90595704574525625e-11,1.43114243076672529e-03,1.61254976768209694e-03,1.78000035609639337e-03,1.77999972132392831e-03,9.17592454760678719e-05
1.00000000000000000e+00,2.60000000000000000e+01,4.92013360351236523e-02,-8.31015186721516663e+00,1.00000000000000000e+02,3.90595704574526336e-11,1.08599966195759121e-03,1.74286272706575501e-03,1.61561579430957703e-03,1.61561482163687944e-03,1.49842006636609359e-04
1.00000000000000000e+00,2.70000000000000000e+01,6.32021234210165678e-02,-8.05973474650797073e+00,1.00000000000000000e+02,3.90595704574525366e-11,8.65268177211167815e-04,2.01694199277368223e-03,1.44642573713670919e-03,1.44642461092008966e-03,2.45707270401036588e-04
1.00000000000000000e+00,2.80000000000000000e+01,8.14091266456725832e-02,-7.80658525785255453e+00,1.00000000000000000e+02,3.90595704574526594e-11,9.79272730284490214e-04,2.42756298362068650e-03,1.34358169856399262e-03,1.34358081041528396e-03,4.03414161144798457e-04
1.00000000000000000e+00,2.90000000000000000e+01,1.05084921732945966e-01,-7.55130384384865838e+00,1.00000000000000000e+02,3.90595704574526917e-11,1.66586412796331570e-03,2.90622838539845866e-03,1.40440111897997236e-03,1.40440106092514535e-03,6.60514862725650209e-04
1.00000000000000000e+00,3.00000000000000000e+01,1.35853437845778968e-01,-7.29449600378898921e+00,1.00000000000000000e+02,3.90595704574525366e-11,3.11277246898870440e-03,3.31406501618532016e-03,1.72927054334431700e-03,1.72927202571160278e-03,1.07214106818555657e-03
1.00000000000000000e+00,3.10000000000000000e+01,1.75792054511413470e-01,-7.03677085748128572e+00,1.00000000000000000e+02,3.90595704574526594e-11,5.35057369223627694e-03,3.46646354283457105e-03,2.38093555262862454e-03,2.38093926260826618e-03,1.71004502737517883e-03
1.00000000000000000e+00,3.20000000000000000e+01,2.27541569561683199e-01,-6.77873970048298791e+00,1.00000000000000000e+02,3.90595704574526594e-11,8.15020252193943487e-03,3.20677274519619608e-03,3.33413991704244227e-03,3.33414640367149040e-03,2.64429477901113267e-03
1.00000000000000000e+00,3.30000000000000000e+01,2.94434948679090813e-01,-6.52101455417528619e+00,1.00000000000000000e+02,3.90595704574525625e-11,1.09834080034082199e-02,2.51919603765354567e-03,4.43513955076201526e-03,4.43514928924348181e-03,3.88537509504538773e-03
1.00000000000000000e+00,3.40000000000000000e+01,3.80644523879958785e-01,-6.26420671411561614e+00,1.00000000000000000e+02,3.90595704574526917e-11,1.31131226600761652e-02,1.61511607563452012e-03,5.40033937540915741e-03,5.40035309943326033e-03,5.27064489289518715e-03
1.00000000000000000e+00,3.50000000000000000e+01,4.91345401285253169e-01,-6.00892530011171910e+00,1.00000000000000000e+02,3.90595704574526917e-11,1.38462830433377180e-02,8.70055040965669879e-04,5.88307205217534438e-03,5.88309081336160430e-03,6.35299381862967135e-03
1.00000000000000000e+00,3.60000000000000000e+01,6.32890128287980525e-01,-5.75577581145630468e+00,1.00000000000000000e+02,3.90595704574526594e-11,1.28782273397628436e-02,5.52633569731241425e-04,5.61593580859633731e-03,5.61595774454910334e-03,6.50642301204649824e-03
1.00000000000000000e+00,3.70000000000000000e+01,8.12986053294263544e-01,-5.50535869074910700e+00,1.00000000000000000e+02,3.90595704574526917e-11,1.05162565614685000e-02,5.69588595092711974e-04,4.58310961603764031e-03,4.58311731295887696e-03,5.42779976797115159e-03
1.00000000000000000e+00,3.80000000000000000e+01,1.04086226108091351e+00,-5.25826789971279052e+00,1.00000000000000000e+02,3.90595704574526594e-11,7.55111994594719234e-03,5.99407166931038263e-04,3.10447515387597944e-03,3.10444696306996001e-03,3.59402174404919962e-03
1.00000000000000000e+00,3.90000000000000000e+01,1.32740758536630099e+00,-5.01508951038062989e+00,1.00000000000000000e+02,3.90595704574526917e-11,4.81147010089165873e-03,4.79078367280232401e-04,1.69672459225638037e-03,1.69674656268836428e-03,1.89228722023951790e-03
1.00000000000000000e+00,4.00000000000000000e+01,1.68525527618748816e+00,-4.77640031499749806e+00,1.00000000000000000e+02,3.90595704574526917e-11,2.76636296711058136e-03,2.88838666421153587e-04,7.42101432629378179e-04,7.42082999749503589e-04,8.16296438458196391e-04
1.00000000000000000e+00,4.10000000000000000e+01,2.12878396580140450e+00,-4.54276645793122835e+00,1.00000000000000000e+02,3.90595704574526594e-11,1.46626209801465029e-03,1.39318381204229109e-04,2.69952846381567595e-04,2.69947390744843094e-04,3.02483766950722153e-04
1.00000000000000000e+00,4.20000000000000000e+01,2.67399945190777633e+00,-4.31474209283921972e+00,1.00000000000000000e+02,3.90595704574526917e-11,7.32788202439198818e-04,5.72668118419813668e-05,8.85966504490981645e-05,8.85883511856055251e-05,1.01277741124876990e-04
1.00000000000000000e+00,4.30000000000000000e+01,3.33825861500252241e+00,-4.09286806827519722e+00,1.00000000000000000e+02,3.90595704574526594e-11,3.52630382118615711e-04,2.11797292746996212e-05,2.80481052639187632e-05,2.80520243107025617e-05,3.20241158678545807e-05
1.00000000000000000e+00,4.40000000000000000e+01,4.13979687115265715e+00,-3.87767064485350899e+00,1.00000000000000000e+02,3.90595704574526077e-11,1.66373858571633915e-04,7.35838618405873284e-06,8.82804473483344302e-06,8.82388261336818643e-06,9.89665274093877903e-06
1.00000000000000000e+00,4.50000000000000000e+01,5.09702542480015275e+00,-3.66966024701341231e+00,1.00000000000000000e+02,3.90595704574526077e-11,7.81137197064708002e-05,2.48198937938045737e-06,2.79826963002468181e-06,2.79533236260862792e-06,3.06455345403824670e-06
1.00000000000000000e+00,4.60000000000000000e+01,6.22757563998749220e+00,-3.46933025234355652e+00,1.00000000000000000e+02,3.90595704574526336e-11,3.69297072024328841e-05,8.33363924950489908e-07,9.02492949047231173e-07,9.01945859994435010e-07,9.67700783111162749e-07
1.00000000000000000e+00,4.70000000000000000e+01,7.54708612615929475e+00,-3.27715582133754557e+00,1.00000000000000000e+02,3.90595704574526077e-11,1.77414863846360667e-05,2.83731284083324126e-07,3.00924207949118720e-07,2.99336992056621796e-07,3.15478532062753480e-07
1.00000000000000000e+00,4.80000000000000000e+01,9.06775392998833496e+00,-3.09359277035515978e+00,1.00000000000000000e+02,3.90595704574526077e-11,8.72303666082565528e-06,9.92992606180314339e-08,1.01765064362470656e-07,1.03035263718763476e-07,1.07122761631802715e-07
1.00000000000000000e+00,4.90000000000000000e+01,1.07967037162728214e+01,-2.91907649046057882e+00,1.00000000000000000e+02,3.90595704574526336e-11,4.41251070263812473e-06,3.61066132945866632e-08,3.67699719338022133e-08,3.70565787178782469e-08,3.81323770042594620e-08
1.00000000000000000e+00,5.00000000000000000e+01,1.27342657645902868e+01,-2.75402091469900112e+00,1.00000000000000000e+02,3.90595704574526077e-11,2.30637946643063696e-06,1.37465943213866641e-08,1.39755555979184425e-08,1.40050603139552000e-08,1.43006842371891408e-08
1.00000000000000000e+00,5.10000000000000000e+01,1.48722911947225658e+01,-2.59881753625585743e+00,1.00000000000000000e+02,3.90595704574526077e-11,1.24950004045522621e-06,5.50293748965931389e-09,5.52372840357106342e-09,5.57841351801263523e-09,5.67252579817161482e-09
1.00000000000000000e+00,5.20000000000000000e+01,1.71926658141778326e+01,-2.45383447981803604e+00,1.00000000000000000e+02,3.90595704574526336e-11,7.03445229137230634e-07,2.33419660185608723e-09,2.74980404597841475e-09,2.35808087465929346e-09,2.38755605888337752e-09
1.00000000000000000e+00,5.30000000000000000e+01,1.96662061374947257e+01,-2.31941562832215942e+00,1.00000000000000000e+02,3.90595704574526077e-11,4.12497361679839897e-07,1.05285009316846708e-09,1.28682239902713618e-09,1.06103382962181107e-09,1.06922885533417105e-09
1.00000000000000000e+00,5.40000000000000000e+01,2.22521261070736998e+01,-2.19587980712681263e+00,1.00000000000000000e+02,3.90595704574526077e-11,2.52391214754146370e-07,5.05026530685811323e-10,6.84913181164145421e-10,5.08124146423765353e-10,5.10676817709468681e-10
1.00000000000000000e+00,5.50000000000000000e+01,2.48982454983727131e+01,-2.08352002747267440e+00,1.00000000000000000e+02,3.90595704574526336e-11,1.61358973126064698e-07,2.57864101497057106e-10,4.73699129552067822e-10,2.59119846977046929e-10,2.60655898193342461e-10
1.00000000000000000e+00,5.60000000000000000e+01,2.75420678463661233e+01,-1.98260279086780078e+00,1.00000000000000000e+02,3.90595704574526336e-11,1.07917901349783816e-07,1.40564406360554847e-10,7.93637788473414155e-11,1.41137954576149738e-10,1.42433511005258837e-10
1.00000000000000000e+00,5.70000000000000000e+01,3.01127873630250846e+01,-1.89336745567125808e+00,1.00000000000000000e+02,3.90595704574526336e-11,7.55861161102921964e-08,8.23593481387906435e-11,9.76199735810023551e-11,8.26180299627250912e-11,8.34563837851820562e-11
1.00000000000000000e+00,5.80000000000000000e+01,3.25341953289832375e+01,-1.81602566638017882e+00,1.00000000000000000e+02,3.90595704574526336e-11,5.55098742501515255e-08,5.23568138962728340e-11,9.05440706567971377e-11,5.25182940059495101e-11,5.25048187411917197e-11
1.00000000000000000e+00,5.90000000000000000e+01,3.47283557754230685e+01,-1.75076084397574161e+00,1.00000000000000000e+02,3.90595704574526336e-11,4.27991851629319236e-08,3.55881191987067515e-11,1.65347703370604084e-10,3.56819439830764057e-11,3.55087109159363237e-11
1.00000000000000000e+00,6.00000000000000000e+01,3.66198205416665630e+01,-1.69772772786893467e+00,1.00000000000000000e+02,3.90595704574526336e-11,3.46249981002386665e-08,2.53961016243834097e-11,1.25189021724933909e-10,2.54613011781553298e-11,2.58397201729059396e-11
1.00000000000000000e+00,6.10000000000000000e+01,3.81400703290875143e+01,-1.65705192240558352e+00,1.00000000000000000e+02,3.90595704574526077e-11,2.94369793371642778e-08,2.04319948249431616e-11,2.71243946316836730e-11,2.04683773755682854e-11,2.02487061865395200e-11
1.00000000000000000e+00,6.20000000000000000e+01,3.92318231007019804e+01,-1.62882913530078843e+00,1.00000000000000000e+02,3.90595704574526336e-11,2.62886032522533539e-08,1.69170582244666224e-11,1.09368968647932556e-10,1.69431718187432380e-11,1.70970338490857389e-11
1.00000000000000000e+00,6.30000000000000000e+01,3.98529864484775231e+01,-1.61312002187448433e+00,1.00000000000000000e+02,3.90595704574526077e-11,2.46997205180702880e-08,1.52509177345584610e-11,2.66711241772431074e-11,1.52759220528772357e-11,1.55604220069694236e-11
2.00000000000000000e+00,0.00000000000000000e+00,1.00368889673331171e-03,-1.22023905360897889e+01,7.07106781186547551e+01,1.56203134349038631e-10,3.34743962931083906e-06,3.53171303205976098e-06,3.42163720968943545e-06,3.42163766268279540e-06,9.83779674403257625e-10
2.00000000000000000e+00,1.00000000000000000e+00,1.01958045378942029e-03,-1.21866814226634865e+01,7.07106781186547551e+01,1.56203134349038062e-10,3.35680329828706972e-06,3.53462117542810215e-06,3.42149748618810544e-06,3.42149797602525307e-06,1.01517892685330816e-09
2.00000000000000000e+00,2.00000000000000000e+00,1.04876576406032380e-03,-1.21584586355586914e+01,7.07106781186547551e+01,1.56203134349038631e-10,3.37580592542792373e-06,3.53956665376227757e-06,3.42195037110522403e-06,3.42195092468631170e-06,1.07412931451628550e-09
2.00000000000000000e+00,3.00000000000000000e+00,1.09230464290471915e-03,-1.21177828300953401e+01,7.07106781186547551e+01,1.56203134349038011e-10,3.40793159807460166e-06,3.54590733700753313e-06,3.42427117051302182e-06,3.42427180855481059e-06,1.16516407163517981e-09
2.00000000000000000e+00,4.00000000000000000e+00,1.15179653936589815e-03,-1.20647497139885331e+01,7.07106781186547551e+01,1.56203134349038011e-10,3.45749786191572574e-06,3.55238884913700182e-06,3.43039215467712103e-06,3.43039288491535021e-06,1.29554053528865611e-09
2.00000000000000000e+00,5.00000000000000000e+00,1.22947562082058835e-03,-1.19994848915840961e+01,7.07106781186547551e+01,1.56203134349038631e-10,3.52830899574573615e-06,3.55685197093413783e-06,3.44282423329529180e-06,3.44282503979993599e-06,1.47617970432482891e-09
2.00000000000000000e+00,6.00000000000000000e+00,1.32833933696603667e-03,-1.19221431022930169e+01,7.07106781186547551e+01,1.56203134349038062e-10,3.62111438965245968e-06,3.55601839283648923e-06,3.46424961171992452e-06,3.46425044078687690e-06,1.72312722727157938e-09
2.00000000000000000e+00,7.00000000000000000e+00,1.45232377696279460e-03,-1.18329077670964740e+01,7.07106781186547551e+01,1.56203134349038011e-10,3.72963481978693938e-06,3.54561689424488322e-06,3.49653052218369590e-06,3.49653126820879979e-06,2.05980459397031291e-09
2.00000000000000000e+00,8.00000000000000000e+00,1.60653890261521783e-03,-1.17319905304916006e+01,7.07106781186547551e+01,1.56203134349038011e-10,3.83565753382054239e-06,3.52125740640728767e-06,3.53893357258369075e-06,3.53893407221994782e-06,2.52046932054192568e-09
2.00000000000000000e+00,9.00000000000000000e+00,1.79758104045996776e-03,-1.16196307508374623e+01,7.07106781186547551e+01,1.56203134349038631e-10,3.90525851448327865e-06,3.48050197403160505e-06,3.58568711484252407e-06,3.58568716368703261e-06,3.15555386304498765e-09
2.00000000000000000e+00,1.00000000000000000e+01,2.03394593346287308e-03,-1.14960949296421155e+01,7.07106781186547551e+01,1.56203134349038011e-10,3.89049356077400578e-06,3.42628162832048929e-06,3.62373316779710317e-06,3.62373257716463445e-06,4.03995990825629126e-09
2.00000000000000000e+00,1.10000000000000000e+01,2.32657346058656126e-03,-1.13616760781462389e+01,7.07106781186547551e+01,1.56203134349038011e-10,3.74280433542540888e-06,3.37086457768771741e-06,3.63268821234250792e-06,3.63268691677279214e-06,5.28604957777478050e-09
2.00000000000000000e+00,1.20000000000000000e+01,2.68956541236860637e-03,-1.12166930217084175e+01,7.07106781186547551e+01,1.56203134349037856e-10,3.44314805189781304e-06,3.33788421785825155e-06,3.59005286120484152e-06,3.59005106034435454e-06,7.06416970735533129e-09
2.00000000000000000e+00,1.30000000000000000e+01,3.14113123908773325e-03,-1.10614896432652738e+01,7.07106781186547551e+01,1.56203134349038062e-10,3.04539716091049643e-06,3.35809765371207089e-06,3.48421852937475132e-06,3.48421679648681564e-06,9.63535948232081306e-09
2.00000000000000000e+00,1.40000000000000000e+01,3.70483446162478977e-03,-1.08964340675036961e+01,7.07106781186547551e+01,1.56203134349038062e-10,2.71144750141402148e-06,3.45448793405886517e-06,3.33379170059714650e-06,3.33379093122405333e-06,1.34039160079271929e-08
2.00000000000000000e+00,1.50000000000000000e+01,4.41123571601500716e-03,-1.07219177876091152e+01,7.07106781186547551e+01,1.56203134349038062e-10,2.69454594291291919e-06,3.61709834372263651e-06,3.20315404794686843e-06,3.20315511066591834e-06,1.90025604435052834e-08
2.00000000000000000e+00,1.60000000000000000e+01,5.30005876855628097e-03,-1.05383547366267276e+01,7.07106781186547551e+01,1.56203134349038631e-10,3.22279499370475833e-06,3.77952628877605799e-06,3.19428408841859939e-06,3.19428715980120440e-06,2.74314783993223037e-08
2.00000000000000000e+00,1.70000000000000000e+01,6.42304522857314094e-03,-1.03461803056207184e+01,7.07106781186547551e+01,1.56203134349038062e-10,4.28114986237027898e-06,3.82323442098948781e-06,3.39434990592612584e-06,3.39435377350163534e-06,4.02869219092531619e-08
2.00000000000000000e+00,1.80000000000000000e+01,7.84771443465348897e-03,-1.01458503109508626e+01,7.07106781186547551e+01,1.56203134349038011e-10,5.40508183191018601e-06,3.63813523947044589e-06,3.78263375381911680e-06,3.78263574111606761e-06,6.01394815252627110e-08
2.00000000000000000e+00,1.90000000000000000e+01,9.66230982943438316e-03,-9.93783991311076420e+00,7.07106781186547551e+01,1.56203134349038631e-10,5.72987373260490517e-06,3.23726756490699947e-06,4.15328356603723938e-06,4.15328079735316469e-06,9.11635894685263615e-08
2.00000000000000000e+00,2.00000000000000000e+01,1.19822951464081725e-02,-9.72264248968907729e+00,7.07106781186547551e+01,1.56203134349038011e-10,4.52849882889601465e-06,2.85439255187397571e-06,4.16089404225876225e-06,4.16088602586213964e-06,1.40190219658854851e-07
2.00000000000000000e+00,2.10000000000000000e+01,1.49588661925348504e-02,-9.50076846512505568e+00,7.07106781186547551e+01,1.56203134349038011e-10,2.13500472861380125e-06,2.88969014518000359e-06,3.56923206207727789e-06,3.56922297146237036e-06,2.18474231244698838e-07
2.00000000000000000e+00,2.20000000000000000e+01,1.87900701257591105e-02,-9.27274410003304617e+00,7.07106781186547551e+01,1.56203134349038217e-10,5.33534343749766690e-07,3.60940177437319805e-06,2.61345279857040906e-06,2.61345047511623078e-06,3.44670026087840192e-07
2.00000000000000000e+00,2.30000000000000000e+01,2.37352765276552212e-02,-9.03911024296677468e+00,7.07106781186547551e+01,1.56203134349038838e-10,2.53360103159471942e-06,4.72689384674457026e-06,2.13498035739064450e-06,2.13499012950503617e-06,5.49849692672013664e-07
2.00000000000000000e+00,2.40000000000000000e+01,3.01339245315235399e-02,-8.80042104758364374e+00,7.07106781186547551e+01,1.56203134349038295e-10,9.20905818167300693e-06,5.29297567201210985e-06,3.08744797762811405e-06,3.08746420531916090e-06,8.85966127376829518e-07
2.00000000000000000e+00,2.50000000000000000e+01,3.84296765245968619e-02,-8.55724265825148400e+00,7.07106781186547551e+01,1.56203134349038062e-10,1.73607473287792705e-05,4.34510845345248858e-06,5.46294310310966028e-06,5.46294717098294663e-06,1.44009862594928250e-06
2.00000000000000000e+00,2.60000000000000000e+01,4.92013360351236523e-02,-8.31015186721516663e+00,7.07106781186547551e+01,1.56203134349038295e-10,2.05412775747111904e-05,2.15305698268327035e-06,7.55637674015503169e-06,7.55634960513748385e-06,2.35832049677865680e-06
2.00000000000000000e+00,2.70000000000000000e+01,6.32021234210165678e-02,-8.05973474650797073e+00,7.07106781186547551e+01,1.56203134349038011e-10,1.56006714015634178e-05,8.89711482187246870e-07,6.90382326363414654e-06,6.90376785484215101e-06,3.88534381209361323e-06
2.00000000000000000e+00,2.80000000000000000e+01,8.14091266456725832e-02,-7.80658525785255453e+00,7.07106781186547551e+01,1.56203134349038502e-10,1.06697104786637797e-05,3.28806419183910062e-06,3.07954005773867398e-06,3.07949082872279194e-06,6.42939862976016783e-06
2.00000000000000000e+00,2.90000000000000000e+01,1.05084921732945966e-01,-7.55130384384865838e+00,7.07106781186547551e+01,1.56203134349038631e-10,2.48452884087958521e-05,9.48596639561489729e-06,1.52542581439857361e-08,1.52500676839071393e-08,1.06657553232160877e-05
2.00000000000000000e+00,3.00000000000000000e+01,1.35853437845778968e-01,-7.29449600378898921e+00,7.07106781186547551e+01,1.56203134349038011e-10,7.37075061965931504e-05,1.51074674455869457e-05,4.19679339107776488e-06,4.19682240462692948e-06,1.76947461794982122e-05
2.00000000000000000e+00,3.10000000000000000e+01,1.75792054511413470e-01,-7.03677085748128572e+00,7.07106781186547551e+01,1.56203134349038502e-10,1.50934018517257066e-04,1.43633904194098662e-05,1.81178703364347436e-05,1.81178413009888244e-05,2.92636954912849899e-05
2.00000000000000000e+00,3.20000000000000000e+01,2.27541569561683199e-01,-6.77873970048298791e+00,7.07106781186547551e+01,1.56203134349038502e-10,2.30570735372506551e-04,7.53111326434067795e-06,3.48334081291172093e-05,3.48332035824358926e-05,4.80264133830607845e-05
2.00000000000000000e+00,3.30000000000000000e+01,2.94434948679090813e-01,-6.52101455417528619e+00,7.07106781186547551e+01,1.56203134349038062e-10,3.03559725116541368e-04,5.04125664860552754e-06,4.23340707758395059e-05,4.23336635772072575e-05,7.77018073658249320e-05
2.00000000000000000e+00,3.40000000000000000e+01,3.80644523879958785e-01,-6.26420671411561614e+00,7.07106781186547551e+01,1.56203134349038631e-10,4.22181645548744061e-04,1.94811562585590929e-05,3.86354154565256530e-05,3.86349518298527249e-05,1.22723303475893460e-04
2.00000000000000000e+00,3.50000000000000000e+01,4.91345401285253169e-01,-6.00892530011171910e+00,7.07106781186547551e+01,1.56203134349038631e-10,6.93945417184002253e-04,4.88154237381432940e-05,4.36776686349142770e-05,4.36774765586265745e-05,1.86495585446727646e-04
2.00000000000000000e+00,3.60000000000000000e+01,6.32890128287980525e-01,-5.75577581145630468e+00,7.07106781186547551e+01,1.56203134349038502e-10,1.19352830206146386e-03,7.04280626091406068e-05,8.91019767310413831e-05,8.91026653512683723e-05,2.67035404921127817e-04
2.00000000000000000e+00,3.70000000000000000e+01,8.12986053294263544e-01,-5.50535869074910700e+00,7.07106781186547551e+01,1.56203134349038631e-10,1.84866590437061918e-03,6.21871457063477638e-05,1.85311866369804065e-04,1.85314702461340244e-04,3.50114254998668505e-04
2.00000000000000000e+00,3.80000000000000000e+01,1.04086226108091351e+00,-5.25826789971279052e+00,7.07106781186547551e+01,1.56203134349038502e-10,2.42100160895237755e-03,3.21133728187675187e-05,2.95561868421827137e-04,2.95568182668221816e-04,4.05612528884775458e-04
2.00000000000000000e+00,3.90000000000000000e+01,1.32740758536630099e+00,-5.01508951038062989e+00,7.07106781186547551e+01,1.56203134349038631e-10,2.64513418375261506e-03,1.23104405582691437e-05,3.53514672339466304e-04,3.53518413035165354e-04,3.99624676281871169e-04
2.00000000000000000e+00,4.00000000000000000e+01,1.68525527618748816e+00,-4.77640031499749806e+00,7.07106781186547551e+01,1.56203134349038631e-10,2.42425243147789335e-03,1.69252510509460956e-05,3.20196679895968269e-04,3.20186022485981095e-04,3.24358525381445014e-04
2.00000000000000000e+00,4.10000000000000000e+01,2.12878396580140450e+00,-4.54276645793122835e+00,7.07106781186547551e+01,1.56203134349038502e-10,1.89191304051295546e-03,2.81432021088178287e-05,2.21819917107945167e-04,2.21831072948308389e-04,2.13824061495736012e-04
2.00000000000000000e+00,4.20000000000000000e+01,2.67399945190777633e+00,-4.31474209283921972e+00,7.07106781186547551e+01,1.56203134349038631e-10,1.28572679935632511e-03,2.85070824615526856e-05,1.20275338446888621e-04,1.20279916231726209e-04,1.15643339128513659e-04
2.00000000000000000e+00,4.30000000000000000e+01,3.33825861500252241e+00,-4.09286806827519722e+00,7.07106781186547551e+01,1.56203134349038502e-10,7.82176535517727480e-04,1.98807270358908847e-05,5.36592467456138185e-05,5.36674770632090590e-05,5.29688978529545127e-05
2.00000000000000000e+00,4.40000000000000000e+01,4.13979687115265715e+00,-3.87767064485350899e+00,7.07106781186547551e+01,1.56203134349038217e-10,4.38644786528720378e-04,1.07639847224604319e-05,2.11149147653541107e-05,2.11190906708976281e-05,2.14609640125050742e-05
2.00000000000000000e+00,4.50000000000000000e+01,5.09702542480015275e+00,-3.66966024701341231e+00,7.07106781186547551e+01,1.56203134349038217e-10,2.33138506516755327e-04,4.93941010896565432e-06,7.78499854159448637e-06,7.78022142411790388e-06,8.04019018290244232e-06
2.00000000000000000e+00,4.60000000000000000e+01,6.22757563998749220e+00,-3.46933025234355652e+00,7.07106781186547551e+01,1.56203134349038295e-10,1.20280961469579429e-04,2.05015556520099365e-06,2.78507168842459181e-06,2.78827881623595317e-06,2.89404540744273038e-06
2.00000000000000000e+00,4.70000000000000000e+01,7.54708612615929475e+00,-3.27715582133754557e+00,7.07106781186547551e+01,1.56203134349038217e-10,6.14047041331060398e-05,8.07343173523703952e-07,9.93779048211215854e-07,9.96348541285096996e-07,1.03124362608163284e-06
2.00000000000000000e+00,4.80000000000000000e+01,9.06775392998833496e+00,-3.09359277035515978e+00,7.07106781186547551e+01,1.56203134349038217e-10,3.14862836944550633e-05,3.12113783068907154e-07,3.62275603743215636e-07,3.61182894448620279e-07,3.71897745576184594e-07
2.00000000000000000e+00,4.90000000000000000e+01,1.07967037162728214e+01,-2.91907649046057882e+00,7.07106781186547551e+01,1.56203134349038295e-10,1.63958827103648528e-05,1.21539861847106494e-07,1.34843468916406099e-07,1.34732436818806380e-07,1.37905777620849795e-07
2.00000000000000000e+00,5.00000000000000000e+01,1.27342657645902868e+01,-2.75402091469900112e+00,7.07106781186547551e+01,1.56203134349038217e-10,8.74378043665371357e-06,4.84990851479018857e-08,5.18557343923622834e-08,5.22283267932042757e-08,5.31821577966513612e-08
2.00000000000000000e+00,5.10000000000000000e+01,1.48722911947225658e+01,-2.59881753625585743e+00,7.07106781186547551e+01,1.56203134349038217e-10,4.80357979382482112e-06,2.00612740268395175e-08,2.14011640142497182e-08,2.11816420798583249e-08,2.15049079098289919e-08
2.00000000000000000e+00,5.20000000000000000e+01,1.71926658141778326e+01,-2.45383447981803604e+00,7.07106781186547551e+01,1.56203134349038295e-10,2.73097813891278164e-06,8.70925025760959011e-09,8.51870417557642872e-09,9.07047651654377687e-09,9.17339726202467880e-09
2.00000000000000000e+00,5.30000000000000000e+01,1.96662061374947257e+01,-2.31941562832215942e+00,7.07106781186547551e+01,1.56203134349038217e-10,1.61260983669591351e-06,3.99247021662100702e-09,3.70483657068217050e-09,4.11825954360430409e-09,4.14707866494348936e-09
