m,a,n_a3,rho_a3,p_a3,w,n_a3_tail_corrected,rho_a3_tail_corrected,p_a3_tail_corrected,w_tail_corrected,rho_a3_instantaneous,p_a3_instantaneous,w_instantaneous
2.00000000000000000e+00,3.34211008265015108e+00,2.42122903395375084e-03,5.60250922766264339e-03,4.35285029092555504e-04,7.76946563413614677e-02,2.42227815853691877e-03,5.62149350715340865e-03,4.41526325548788530e-04,7.85425305547256675e-02,5.60987708487804132e-03,4.37843442124768859e-04,7.80486694271818604e-02
2.00000000000000000e+00,3.58794271630028172e+00,2.42122903395375084e-03,5.51487782372345366e-03,3.88598885471506375e-04,7.04637342644044151e-02,2.42227815853691877e-03,5.53257985454657167e-03,3.94406510300449227e-04,7.12879923416438882e-02,5.52171970184950432e-03,3.90982864539532904e-04,7.08081694926623872e-02
2.00000000000000000e+00,3.85185784342693882e+00,2.42122903395375084e-03,5.43670072742631887e-03,3.46420673107736873e-04,6.37189152899591410e-02,2.42227815853691877e-03,5.45320969465979202e-03,3.51823924364389037e-04,6.45168522877311024e-02,5.44305252613984120e-03,3.48641744958227658e-04,6.40526144629144228e-02
2.00000000000000000e+00,4.13518554200013888e+00,2.42122903395375084e-03,5.36705713675200615e-03,3.08386698627627440e-04,5.74591793547132787e-02,2.42227815853691877e-03,5.38245620587069276e-03,3.13412842927882713e-04,5.82285913605837674e-02,5.37295239119501677e-03,3.10455555710474986e-04,5.77811849253005369e-02
2.00000000000000000e+00,4.43935372535804262e+00,2.42122903395375084e-03,5.30510158354656567e-03,2.74153080759801911e-04,5.16772537608083185e-02,2.42227815853691877e-03,5.31946831802433164e-03,2.78827492116747030e-04,5.24164212374338342e-02,5.31057163592240245e-03,2.76079637462150757e-04,5.19868022483041051e-02
2.00000000000000000e+00,4.76589533859655656e+00,2.42122903395375084e-03,5.25005970683731140e-03,2.43395807736605097e-04,4.63605789891538556e-02,2.42227815853691877e-03,5.26346645718470552e-03,2.47742097143957660e-04,4.70682389940542331e-02,5.25513386640075360e-03,2.45189253226673503e-04,4.66570898972367906e-02
2.00000000000000000e+00,5.11645608429737564e+00,2.42122903395375084e-03,5.20122402634606157e-03,2.15810675950719777e-04,4.14922862113920599e-02,2.42227815853691877e-03,5.21373829247833050e-03,2.19850812414833029e-04,4.21675964695051447e-02,5.20592971846633827e-03,2.17479524040851697e-04,4.17753476904257834e-02
2.00000000000000000e+00,5.49280271653058971e+00,2.42122903395375084e-03,5.15794974251479639e-03,1.91113101564768746e-04,3.70521449616897855e-02,2.42227815853691877e-03,5.16963451119986216e-03,1.94867525248115987e-04,3.76946425953210429e-02,5.16231264739951904e-03,1.92665238037721437e-04,3.73214973980266901e-02
2.00000000000000000e+00,5.89683194493187646e+00,2.42122903395375084e-03,5.11965059029456486e-03,1.69037804351886964e-04,3.30174494080388362e-02,2.42227815853691877e-03,5.13056464929332375e-03,1.72525532454676980e-04,3.36270068204754802e-02,5.12369477186493550e-03,1.70480532220809125e-04,3.32729680067880354e-02
2.00000000000000000e+00,6.33057999372903613e+00,2.42122903395375084e-03,5.08579477342331349e-03,1.49338369176887871e-04,2.93638213553722126e-02,2.42227815853691877e-03,5.09599300380490870e-03,1.52577095148474291e-04,2.99406013773082166e-02,5.08954279872993187e-03,1.50678452352832638e-04,2.96054986295495211e-02
2.00000000000000000e+00,6.79623286389337888e+00,2.42122903395375084e-03,5.05590100424236494e-03,1.31786695214909351e-04,2.60659168572185684e-02,2.42227815853691877e-03,5.06543465223483012e-03,1.34792881851742189e-04,2.66103288475496615e-02,5.05937405371283989e-03,1.33030401022263159e-04,2.62938457623306809e-02
2.00000000000000000e+00,7.29613735013509057e+00,2.42122903395375084e-03,5.02953467157431135e-03,1.16172346328876220e-04,2.30980307155359034e-02,2.42227815853691877e-03,5.03845160119623190e-03,1.18961313279461741e-04,2.36106888972036320e-02,5.03275264029774943e-03,1.17325487229264820e-04,2.33123889876541944e-02
2.00000000000000000e+00,7.83281286826599477e+00,2.42122903395375084e-03,5.00630415608353807e-03,1.02301818124528080e-04,2.04345990445293710e-02,2.42227815853691877e-03,5.01464908369570091e-03,1.04887824282557941e-04,2.09162839775934237e-02,5.00928574627309067e-03,1.03369792880873607e-04,2.06356351217897166e-02
2.00000000000000000e+00,8.40896415253714657e+00,2.42122903395375084e-03,4.98585730910853370e-03,8.99977382408315157e-05,1.80506044720567874e-02,2.42227815853691877e-03,4.99367202092664258e-03,9.23940594635271300e-05,1.85022282353221462e-02,4.98862011385146822e-03,9.09855725809393377e-05,1.82386252118712337e-02
2.00000000000000000e+00,9.02749488694327873e+00,2.42122903395375084e-03,4.96787810739795881e-03,7.90980165979007278e-05,1.59218915778370704e-02,2.42227815853691877e-03,4.97520166091973502e-03,8.13170191359204356e-05,1.63444669539059145e-02,4.97043868581130074e-03,8.00104032354337195e-05,1.60972518308761733e-02
2.00000000000000000e+00,9.69152233919301587e+00,2.42122903395375084e-03,4.95208349266733003e-03,6.94549617982923522e-05,1.40254020153610087e-02,2.42227815853691877e-03,4.95895240289112322e-03,7.15081717647624276e-05,1.44200157523335752e-02,4.95445743662961940e-03,7.02962994595833301e-05,1.41884959874443821e-02
2.00000000000000000e+00,1.04043930710971182e+01,2.42122903395375084e-03,4.93822040154778558e-03,6.09343788348372216e-05,1.23393396567999612e-02,2.42227815853691877e-03,4.94466881279715439e-03,6.28325479733006303e-05,1.27071297092103581e-02,4.94042239427341413e-03,6.17088097484072828e-05,1.24905938852385868e-02
2.00000000000000000e+00,1.11696998045518008e+01,2.42122903395375084e-03,4.92606298841606009e-03,5.34146618560068704e-05,1.08432762596854179e-02,2.42227815853691877e-03,4.93212283253744669e-03,5.51678297904903029e-05,1.11854127854532602e-02,4.92810685527094589e-03,5.41261070141162064e-05,1.09831439544020130e-02
2.00000000000000000e+00,1.19912995281183434e+01,2.42122903395375084e-03,4.91541004083705622e-03,4.67858941137743318e-05,9.51820778431071782e-03,2.42227815853691877e-03,4.92111118250750709e-03,4.84034471804230186e-05,9.83587758644369550e-03,4.91730879295146622e-03,4.74380855344133488e-05,9.64716423796929505e-03
2.00000000000000000e+00,1.28733329354522450e+01,2.42122903395375084e-03,4.90608258495239292e-03,4.09489654815892572e-05,8.34657076649813687e-03,2.42227815853691877e-03,4.91145295482235764e-03,4.24396921540029271e-05,8.64096481110199904e-03,4.90784845635244913e-03,4.15454747002526266e-05,8.46510952196954068e-03
2.00000000000000000e+00,1.38202452935477957e+01,2.42122903395375084e-03,4.89792167612413624e-03,3.58147161711317431e-05,7.31222721378283445e-03,2.42227815853691877e-03,4.90298739252697634e-03,3.71868590063839340e-05,7.58453082360833943e-03,4.89956615525976961e-03,3.63589782799348025e-05,7.42085668970972161e-03
2.00000000000000000e+00,1.48368088459696263e+01,2.42122903395375084e-03,4.89078636848917867e-03,3.13031135644460228e-05,6.40042545430499418e-03,2.42227815853691877e-03,4.89557184847282459e-03,3.25644175215135669e-05,6.65181076479799769e-03,4.89232022516486540e-03,3.17984462863512407e-05,6.49966576651872172e-03
2.00000000000000000e+00,1.59281468639789061e+01,2.42122903395375084e-03,4.88455185578099728e-03,2.73424674626983010e-05,5.59774330788151246e-03,2.42227815853691877e-03,4.88907991625516999e-03,2.85002243887704004e-05,5.82936357698165316e-03,4.88598516458041508e-03,2.77920849854626684e-05,5.68812308046566083e-03
2.00000000000000000e+00,1.70997594667669794e+01,2.42122903395375084e-03,4.87910777480737769e-03,2.38686875684120761e-05,4.89201892437278376e-03,2.42227815853691877e-03,4.88339972464690852e-03,2.49297766205842732e-05,5.10500430566060339e-03,4.88044993613253719e-03,2.42757091427905476e-05,4.97407195247813287e-03
2.00000000000000000e+00,1.83575513409250242e+01,2.42122903395375084e-03,4.87435666230454610e-03,2.08245856864424523e-05,4.27227368228667945e-03,2.42227815853691877e-03,4.87843238629864957e-03,2.17955094644767368e-05,4.46772810169320921e-03,4.87561642211758496e-03,2.11920392871986974e-05,4.34653538187783437e-03
2.00000000000000000e+00,1.97078614988503311e+01,2.42122903395375084e-03,4.87021255548613329e-03,1.81592239624719541e-05,3.72863068204614366e-03,2.42227815853691877e-03,4.87409059106679119e-03,1.90461401771760600e-05,3.90762949955910342e-03,4.87139802474842107e-03,1.84900455877790428e-05,3.79563433204248291e-03
2.00000000000000000e+00,2.11574952260651479e+01,2.42122903395375084e-03,4.86659972643377434e-03,1.58273094815548507e-05,3.25223161370475841e-03,2.42227815853691877e-03,4.87029733414492700e-03,1.66360580725488361e-05,3.41581980137350494e-03,4.86771840108865452e-03,1.61243388970070353e-05,3.31250445658501152e-03
2.00000000000000000e+00,2.27137583784563830e+01,2.42122903395375084e-03,4.86345154049827502e-03,1.37886347226878449e-05,2.83515413032678397e-03,2.42227815853691877e-03,4.86698476917326022e-03,1.45247604627139321e-05,2.98434475380148119e-03,4.86451032265381757e-03,1.40546086164780781e-05,2.88921344272338428e-03
2.00000000000000000e+00,2.43844942022868416e+01,2.42122903395375084e-03,4.86070942906117413e-03,1.20075627032982182e-05,2.47033131244330092e-03,2.42227815853691877e-03,4.86409317665268542e-03,1.26763334719944150e-05,2.60610416199260914e-03,4.86171464981372242e-03,1.22451062941124030e-05,2.51868058413950253e-03
2.00000000000000000e+00,2.61781228625436384e+01,2.42122903395375084e-03,4.85832196731121602e-03,1.04525551403495569e-05,2.15147435898210056e-03,2.42227815853691877e-03,4.86157003826286939e-03,1.10589762025577985e-05,2.27477463360979985e-03,4.85927941142886947e-03,1.06641732652317179e-05,2.19459972607253737e-03
2.00000000000000000e+00,2.81036838788380905e+01,2.42122903395375084e-03,4.85624404808806913e-03,9.09574158889857288e-06,1.87299927656634510e-03,2.42227815853691877e-03,4.85936920804996408e-03,9.64456635338768463e-06,1.98473627758323631e-03,4.85715898056332442e-03,9.28381020226824719e-06,1.91136634386868012e-03
2.00000000000000000e+00,3.01708816827258239e+01,2.42122903395375084e-03,4.85443614330745635e-03,7.91252727733087034e-06,1.62995805151118023e-03,2.42227815853691877e-03,4.85745017188414247e-03,8.40826512477563881e-06,1.73100388624556505e-03,4.85531333760612274e-03,8.07928613180586256e-06,1.66400921424142249e-03
2.00000000000000000e+00,3.23901345260461611e+01,2.42122903395375084e-03,4.85286364498381702e-03,6.88123722158051879e-06,1.41797456614989347e-03,2.42227815853691877e-03,4.85577738706918002e-03,7.32815906320892982e-06,1.50916289587814368e-03,4.85370741267413669e-03,7.02878429999560025e-06,1.44812690638126268e-03
2.00000000000000000e+00,3.47726269867690547e+01,2.42122903395375084e-03,4.85149627838834651e-03,5.98279414767279718e-06,1.23318535238787510e-03,2.42227815853691877e-03,4.85431969449750221e-03,6.38493640149309416e-06,1.31531023981189070e-03,4.85231049973603237e-03,6.11308219949400262e-06,1.25982914733641983e-03
2.00000000000000000e+00,3.73303663369680194e+01,2.42122903395375084e-03,4.85030758040614490e-03,5.20042776265179855e-06,1.07218515041397362e-03,2.42227815853691877e-03,4.85304979626969592e-03,5.56159541243267472e-06,1.14600007127633498e-03,4.85109573546825112e-03,5.31526309057215752e-06,1.09568299213519903e-03
2.00000000000000000e+00,4.00762430570023227e+01,2.42122903395375084e-03,4.84927443667475689e-03,4.51941297001813553e-06,9.31977150197584253e-04,2.42227815853691877e-03,4.85194379222519609e-03,4.84318230894929295e-06,9.98194232321911266e-04,4.85003963641397317e-03,4.62045643232878218e-06,9.52663643743963161e-04
2.00000000000000000e+00,4.30240958008872028e+01,2.42122903395375084e-03,4.84837667158933248e-03,3.92683471186421380e-06,8.09927730012150555e-04,2.42227815853691877e-03,4.85098076935084038e-03,4.21655627810316904e-06,8.69217273493217693e-04,4.84912168855357057e-03,4.01560476477049850e-06,8.28109711960703658e-04
2.00000000000000000e+00,4.61887811402643962e+01,2.42122903395375084e-03,4.84759668574255391e-03,3.41137722412015166e-06,7.03725463414371860e-04,2.42227815853691877e-03,4.85014243853934025e-03,3.67017932148543996e-06,7.56715780617516084e-04,4.84832398390319576e-03,3.48925473006320993e-06,7.19682665937301422e-04
2.00000000000000000e+00,4.95862484384680542e+01,2.42122903395375084e-03,4.84691913582653219e-03,2.96313560533032034e-06,6.11344138883601336e-04,2.42227815853691877e-03,4.84941281365398359e-03,3.19392868163288205e-06,6.58621735118130507e-04,4.84763089923385005e-03,3.03137007721826947e-06,6.25330215981865752e-04
2.00000000000000000e+00,5.32336202320363014e+01,2.42122903395375084e-03,4.84633065245859435e-03,2.57344771774770011e-06,5.31009520871664632e-04,2.42227815853691877e-03,4.84877792831603458e-03,2.77892975655448781e-06,5.73119618517897679e-04,4.84702881244573544e-03,2.63316464927006336e-06,5.43253351931574213e-04
2.00000000000000000e+00,5.71492785247743029e+01,2.42122903395375084e-03,4.84581959180186740e-03,2.23474455908472397e-06,4.61169574464854906e-04,2.42227815853691877e-03,4.84822558626395606e-03,2.41740753641923022e-06,4.98616966848294905e-04,4.84650585254283676e-03,2.28695350016978158e-06,4.71876764364139996e-04
2.00000000000000000e+00,6.13529574292733599e+01,2.42122903395375084e-03,4.84537581723538686e-03,1.94041736230486936e-06,4.00467876073234736e-04,2.42227815853691877e-03,4.84774514153776641e-03,2.10255473327906094e-06,4.33718083746478431e-04,4.84605167953217411e-03,1.98602042783374957e-06,4.09822378952730260e-04
2.00000000000000000e+00,6.58658426227804199e+01,2.42122903395375084e-03,4.84499050768682007e-03,1.68469979852482251e-06,3.47719937913595878e-04,2.42227815853691877e-03,4.84732730511649047e-03,1.82841491268261541e-06,3.77200629871366822e-04,4.84565729092309959e-03,1.72450033974993590e-06,3.55885741853901889e-04
2.00000000000000000e+00,7.07106781186547551e+01,2.42122903395375084e-03,4.84465598957473619e-03,1.46256377392684396e-06,3.01892183278678532e-04,2.42227815853691877e-03,4.84696397498242827e-03,1.58977907228730247e-06,3.27994819126557671e-04,4.84531485182604794e-03,1.49727498904388547e-06,3.09015004149752856e-04
