t,Q,E2,kappa,wkb_W,u_re_0,u_re_1,u_re_2,u_re_3,u_re_4,u_re_5,u_re_6,u_re_7,u_re_8,u_re_9,u_re_10,u_re_11,u_re_12,u_re_13,u_re_14,u_re_15,u_im_0,u_im_1,u_im_2,u_im_3,u_im_4,u_im_5,u_im_6,u_im_7,u_im_8,u_im_9,u_im_10,u_im_11,u_im_12,u_im_13,u_im_14,u_im_15,norm_hilbert,norm_krein,ln_norm_hilbert,krein_drift,krein_drift_normalized
9.99288712258998429e-02,5.52546155709352296e-02,9.96946927458108201e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.96890243358309724e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.48712586184796011e-02,-4.96890243358309724e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.48712586184796011e-02,0.00000000000000000e+00,-4.98191603805213101e-02,-1.28870405635985011e-04,0.00000000000000000e+00,0.00000000000000000e+00,-4.98191603805213101e-02,-1.28870405635985011e-04,0.00000000000000000e+00,-4.97504039398171324e-02,0.00000000000000000e+00,0.00000000000000000e+00,2.61966723584895365e-03,4.97504039398171324e-02,0.00000000000000000e+00,0.00000000000000000e+00,-2.61966723584895365e-03,0.00000000000000000e+00,-4.97512304803529370e-01,4.36207770614482775e-06,0.00000000000000000e+00,0.00000000000000000e+00,-4.97512304803529370e-01,4.36207770614482775e-06,0.00000000000000000e+00,1.00000183519419661e+00,9.98749217812944678e-01,1.83519251264201536e-06,4.10356193469851860e-11,4.10355440387929105e-11
1.09921758348489843e-01,5.58095367217898014e-02,9.96885295610899225e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.96369135585538079e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.48436967416303181e-02,-4.96369135585538079e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.48436967416303181e-02,0.00000000000000000e+00,-5.47819687834120439e-02,-1.56407495421410881e-04,0.00000000000000000e+00,0.00000000000000000e+00,-5.47819687834120439e-02,-1.56407495421410881e-04,0.00000000000000000e+00,-5.47056280956668348e-02,0.00000000000000000e+00,0.00000000000000000e+00,2.89531030287639921e-03,5.47056280956668348e-02,0.00000000000000000e+00,0.00000000000000000e+00,-2.89531030287639921e-03,0.00000000000000000e+00,-4.96990470729256339e-01,5.83409201111181904e-06,0.00000000000000000e+00,0.00000000000000000e+00,-4.96990470729256339e-01,5.83409201111181904e-06,0.00000000000000000e+00,1.00000246638726309e+00,9.98749217811696677e-01,2.46638422156116658e-06,3.97876176450040475e-11,3.97875195135726883e-11
1.19914645471079814e-01,5.63700309361881771e-02,9.96822419612253152e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.95798632424779728e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.48133568570756829e-02,-4.95798632424779728e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.48133568570756829e-02,0.00000000000000000e+00,-5.97393239021094882e-02,-1.86698723982771229e-04,0.00000000000000000e+00,0.00000000000000000e+00,-5.97393239021094882e-02,-1.86698723982771229e-04,0.00000000000000000e+00,-5.96552680812554026e-02,0.00000000000000000e+00,0.00000000000000000e+00,3.17343139964228020e-03,5.96552680812554026e-02,0.00000000000000000e+00,0.00000000000000000e+00,-3.17343139964228020e-03,0.00000000000000000e+00,-4.96419164149484837e-01,7.61086993942449539e-06,0.00000000000000000e+00,0.00000000000000000e+00,-4.96419164149484837e-01,7.61086993942449539e-06,0.00000000000000000e+00,1.00000323307797268e+00,9.98749217811115808e-01,3.23307274628992290e-06,3.92067489585201656e-11,3.92066222004535483e-11
1.29907532593669772e-01,5.69361541843113952e-02,9.96758274346700279e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.95178795507487335e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.47802112173805371e-02,-4.95178795507487335e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.47802112173805371e-02,0.00000000000000000e+00,-6.46907326376279235e-02,-2.19765676891014398e-04,0.00000000000000000e+00,0.00000000000000000e+00,-6.46907326376279235e-02,-2.19765676891014398e-04,0.00000000000000000e+00,-6.45988303350780307e-02,0.00000000000000000e+00,0.00000000000000000e+00,3.45402742976941030e-03,6.45988303350780307e-02,0.00000000000000000e+00,0.00000000000000000e+00,-3.45402742976941030e-03,0.00000000000000000e+00,-4.95798445231208140e-01,9.72320579288096443e-06,0.00000000000000000e+00,0.00000000000000000e+00,-4.95798445231208140e-01,9.72320579288096443e-06,0.00000000000000000e+00,1.00000415029747924e+00,9.98749217809607015e-01,4.15028886678324962e-06,3.76979558680545779e-11,3.76977994109727116e-11
1.39900419716259772e-01,5.75079629984480145e-02,9.96692834191769128e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.94509691479060542e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.47442318012619684e-02,-4.94509691479060542e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.47442318012619684e-02,0.00000000000000000e+00,-6.96357025554377868e-02,-2.55629597791280833e-04,0.00000000000000000e+00,0.00000000000000000e+00,-6.96357025554377868e-02,-2.55629597791280833e-04,0.00000000000000000e+00,-6.95358219763512198e-02,0.00000000000000000e+00,0.00000000000000000e+00,3.73709498860527864e-03,6.95358219763512198e-02,0.00000000000000000e+00,0.00000000000000000e+00,-3.73709498860527864e-03,0.00000000000000000e+00,-4.95128379135402974e-01,1.22024180758524877e-05,0.00000000000000000e+00,0.00000000000000000e+00,-4.95128379135402974e-01,1.22024180758524877e-05,0.00000000000000000e+00,1.00000523356412363e+00,9.98749217808964196e-01,5.23355042858113864e-06,3.70551367367966122e-11,3.70549428073773339e-11
1.49893306838849771e-01,5.80855144786394245e-02,9.96626073007751745e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.93791391991429796e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.47053903116342191e-02,-4.93791391991429796e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.47053903116342191e-02,0.00000000000000000e+00,-7.45737419365824356e-02,-2.94311379850113286e-04,0.00000000000000000e+00,0.00000000000000000e+00,-7.45737419365824356e-02,-2.94311379850113286e-04,0.00000000000000000e+00,-7.44657508564933873e-02,0.00000000000000000e+00,0.00000000000000000e+00,4.02263035723579403e-03,7.44657508564933873e-02,0.00000000000000000e+00,0.00000000000000000e+00,-4.02263035723579403e-03,0.00000000000000000e+00,-4.94409036009524405e-01,1.50803510771245892e-05,0.00000000000000000e+00,0.00000000000000000e+00,-4.94409036009524405e-01,1.50803510771245892e-05,0.00000000000000000e+00,1.00000649888358573e+00,9.98749217807353151e-01,6.49886246807359738e-06,3.54440921057630476e-11,3.54438617602316399e-11
1.59886193961439743e-01,5.86688662983817291e-02,9.96557964127262608e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.93023973698745677e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.46636581734284745e-02,-4.93023973698745677e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.46636581734284745e-02,0.00000000000000000e+00,-7.95043598289302961e-02,-3.35831557641931685e-04,0.00000000000000000e+00,0.00000000000000000e+00,-7.95043598289302961e-02,-3.35831557641931685e-04,0.00000000000000000e+00,-7.93881256107184102e-02,0.00000000000000000e+00,0.00000000000000000e+00,4.31062949694451664e-03,7.93881256107184102e-02,0.00000000000000000e+00,0.00000000000000000e+00,-4.31062949694451664e-03,0.00000000000000000e+00,-4.93640490983091984e-01,1.83893768318550230e-05,0.00000000000000000e+00,0.00000000000000000e+00,-4.93640490983091984e-01,1.83893768318550230e-05,0.00000000000000000e+00,1.00000796276336179e+00,9.98749217806674139e-01,7.96273165915880743e-06,3.47650797039023018e-11,3.47648028800036469e-11
1.69879081084029715e-01,5.92580767103849590e-02,9.96488480344586147e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.92207518248820253e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.46190065317386207e-02,-4.92207518248820253e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.46190065317386207e-02,0.00000000000000000e+00,-8.44270660982772286e-02,-3.80210298418352333e-04,0.00000000000000000e+00,0.00000000000000000e+00,-8.44270660982772286e-02,-3.80210298418352333e-04,0.00000000000000000e+00,-8.43024557095107124e-02,0.00000000000000000e+00,0.00000000000000000e+00,4.60108804304801538e-03,8.43024557095107124e-02,0.00000000000000000e+00,0.00000000000000000e+00,-4.60108804304801538e-03,0.00000000000000000e+00,-4.92822824159048878e-01,2.21623965455583551e-05,0.00000000000000000e+00,0.00000000000000000e+00,-4.92822824159048878e-01,2.21623965455583551e-05,0.00000000000000000e+00,1.00000964221242583e+00,9.98749217805046219e-01,9.64216593999966150e-06,3.31371596828944348e-11,3.31368401704423937e-11
1.79871968206619715e-01,5.98532045523901199e-02,9.96417593904809773e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.91342112277865450e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.45714062497110995e-02,-4.91342112277865450e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.45714062497110995e-02,0.00000000000000000e+00,-8.93413714795366493e-02,-4.27467393862860246e-04,0.00000000000000000e+00,0.00000000000000000e+00,-8.93413714795366493e-02,-4.27467393862860246e-04,0.00000000000000000e+00,-8.92082515101636220e-02,0.00000000000000000e+00,0.00000000000000000e+00,4.89400129922036055e-03,8.92082515101636220e-02,0.00000000000000000e+00,0.00000000000000000e+00,-4.89400129922036055e-03,0.00000000000000000e+00,-4.91956120608401160e-01,2.64328424385209680e-05,0.00000000000000000e+00,0.00000000000000000e+00,-4.91956120608401160e-01,2.64328424385209680e-05,0.00000000000000000e+00,1.00001155475592096e+00,9.98749217804378420e-01,1.15546891652837019e-05,3.24693605335824031e-11,3.24689853623815394e-11
1.89864855329209714e-01,6.04543092530446177e-02,9.96345276492737297e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.90427847400914607e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.45208279067846598e-02,-4.90427847400914607e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.45208279067846598e-02,0.00000000000000000e+00,-9.42467876277028604e-02,-4.77622251220287169e-04,0.00000000000000000e+00,0.00000000000000000e+00,-9.42467876277028604e-02,-4.77622251220287169e-04,0.00000000000000000e+00,-9.41050243081224397e-02,0.00000000000000000e+00,0.00000000000000000e+00,5.18936423118186371e-03,9.41050243081224397e-02,0.00000000000000000e+00,0.00000000000000000e+00,-5.18936423118186371e-03,0.00000000000000000e+00,-4.91040470360563863e-01,3.12346790249609261e-05,0.00000000000000000e+00,0.00000000000000000e+00,-4.91040470360563863e-01,3.12346790249609261e-05,0.00000000000000000e+00,1.00001371843474085e+00,9.98749217802775924e-01,1.37183406439850313e-05,3.08668646198384522e-11,3.08664411805794340e-11
1.99857742451799686e-01,6.10614508378367546e-02,9.96271499221578427e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.89464820205549100e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.44672417966609879e-02,-4.89464820205549100e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.44672417966609879e-02,0.00000000000000000e+00,-9.91428271690201063e-02,-5.30693884900612580e-04,0.00000000000000000e+00,0.00000000000000000e+00,-9.91428271690201063e-02,-5.30693884900612580e-04,0.00000000000000000e+00,-9.89922863885093485e-02,0.00000000000000000e+00,0.00000000000000000e+00,5.48717146087182670e-03,9.89922863885093485e-02,0.00000000000000000e+00,0.00000000000000000e+00,-5.48717146087182670e-03,0.00000000000000000e+00,-4.90075968396993300e-01,3.66024048261424429e-05,0.00000000000000000e+00,0.00000000000000000e+00,-4.90075968396993300e-01,3.66024048261424429e-05,0.00000000000000000e+00,1.00001615182020975e+00,9.98749217802105349e-01,1.61516897705097612e-05,3.01962899129648576e-11,3.01958021957967042e-11
2.09850629574389658e-01,6.16746899350897604e-02,9.96196232621410549e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.88453132241333909e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.44106179256495942e-02,-4.88453132241333909e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.44106179256495942e-02,0.00000000000000000e+00,-1.04029003751847524e-01,-5.86700907461747460e-04,0.00000000000000000e+00,0.00000000000000000e+00,-1.04029003751847524e-01,-5.86700907461747460e-04,0.00000000000000000e+00,-1.03869551077375610e-01,0.00000000000000000e+00,0.00000000000000000e+00,5.78741725998586573e-03,1.03869551077375610e-01,0.00000000000000000e+00,0.00000000000000000e+00,-5.78741725998586573e-03,0.00000000000000000e+00,-4.89062714640553564e-01,4.25710534952314951e-05,0.00000000000000000e+00,0.00000000000000000e+00,-4.89062714640553564e-01,4.25710534952314951e-05,0.00000000000000000e+00,1.00001887401375522e+00,9.98749217800489419e-01,1.88738356432647463e-05,2.85803603006229423e-11,2.85798208846904441e-11
2.19843516696979685e-01,6.22940877820160749e-02,9.96119446627406480e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.87392890012525171e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.43509260107215922e-02,-4.87392890012525171e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.43509260107215922e-02,0.00000000000000000e+00,-1.08904832097757309e-01,-6.45661521068127079e-04,0.00000000000000000e+00,0.00000000000000000e+00,-1.08904832097757309e-01,-6.45661521068127079e-04,0.00000000000000000e+00,-1.08736332793162777e-01,0.00000000000000000e+00,0.00000000000000000e+00,6.09009554400007872e-03,1.08736332793162777e-01,0.00000000000000000e+00,0.00000000000000000e+00,-6.09009554400007872e-03,0.00000000000000000e+00,-4.88000813948135714e-01,4.91761953964400065e-05,0.00000000000000000e+00,0.00000000000000000e+00,-4.88000813948135714e-01,4.91761953964400065e-05,0.00000000000000000e+00,1.00002190466152641e+00,9.98749217799819733e-01,2.19044216228112820e-05,2.79106737721690479e-11,2.79100624116987388e-11
2.29836403819569657e-01,6.29197062308324145e-02,9.96041110567825738e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.86284204966492495e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.42881354779593064e-02,-4.86284204966492495e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.42881354779593064e-02,0.00000000000000000e+00,-1.13769828052265695e-01,-7.07593508328901609e-04,0.00000000000000000e+00,0.00000000000000000e+00,-1.13769828052265695e-01,-7.07593508328901609e-04,0.00000000000000000e+00,-1.13592147097828500e-01,0.00000000000000000e+00,0.00000000000000000e+00,6.39519986555725593e-03,1.13592147097828500e-01,0.00000000000000000e+00,0.00000000000000000e+00,-6.39519986555725593e-03,0.00000000000000000e+00,-4.86890376099017030e-01,5.64539385746193339e-05,0.00000000000000000e+00,0.00000000000000000e+00,-4.86890376099017030e-01,5.64539385746193339e-05,0.00000000000000000e+00,1.00002526395401814e+00,9.98749217798214795e-01,2.52636348898284902e-05,2.63057353677709216e-11,2.63050707976718440e-11
2.39829290942159629e-01,6.35516077549362485e-02,9.95961193151762680e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.85127193485422326e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.42222154607017182e-02,-4.85127193485422326e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.42222154607017182e-02,0.00000000000000000e+00,-1.18623508635856717e-01,-7.72514223610166811e-04,0.00000000000000000e+00,0.00000000000000000e+00,-1.18623508635856717e-01,-7.72514223610166811e-04,0.00000000000000000e+00,-1.18436510748240659e-01,0.00000000000000000e+00,0.00000000000000000e+00,6.70272340834116367e-03,1.18436510748240659e-01,0.00000000000000000e+00,0.00000000000000000e+00,-6.70272340834116367e-03,0.00000000000000000e+00,-4.85731515786482215e-01,6.44409301926385724e-05,0.00000000000000000e+00,0.00000000000000000e+00,-4.85731515786482215e-01,6.44409301926385724e-05,0.00000000000000000e+00,1.00002897264069568e+00,9.98749217797546551e-01,2.89722209968312372e-05,2.56374921292490399e-11,2.56367493649210852e-11
2.49822178064749600e-01,6.41898554551442596e-02,9.95879662456647718e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.83921976873747439e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.41531347981093526e-02,-4.83921976873747439e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.41531347981093526e-02,0.00000000000000000e+00,-1.23465392094567722e-01,-8.40440583730088704e-04,0.00000000000000000e+00,0.00000000000000000e+00,-1.23465392094567722e-01,-8.40440583730088704e-04,0.00000000000000000e+00,-1.23268941747165031e-01,0.00000000000000000e+00,0.00000000000000000e+00,7.01265898031257912e-03,1.23268941747165031e-01,0.00000000000000000e+00,0.00000000000000000e+00,-7.01265898031257912e-03,0.00000000000000000e+00,-4.84524352605196662e-01,7.31743573361863715e-05,0.00000000000000000e+00,0.00000000000000000e+00,-4.84524352605196662e-01,7.31743573361863715e-05,0.00000000000000000e+00,1.00003305202964632e+00,9.98749217795940725e-01,3.30514834400223950e-05,2.40316655464312134e-11,2.40308712773613257e-11
